,Text,Analysis
38189,Says Gov. Rick Perry is spending Texans hard-earned money to live like Louie XIV.,1
38190,Congressman Duffy has long record of voting against VA backlog fixes.,0
38192,Trade deals threaten Indias role as the pharmacy of the developing world for new HIV medicines.,1
38193,"By the word religion in the First Amendment, the founders meant Christianity.",1
38194,"NFL players are living, on average, longer than the average male.",0
38196,I won the majority of the Republican vote in both New Hampshire and South Carolina.,1
38198,Fifteen out of the 20 most polluted cities in the world are in India and China.,1
38199,"Says an investigative report concluded Ken Cuccinelli should have been prosecuted for disclosure violations, but Virginias law was too weak.",0
38201,"Under President Barack Obama, more Americans are in poverty ... than at any time since the Census Bureau began keeping records on it over 50 years ago.",1
38202,"It is just a fact that Hamas, apparently the North American spokesperson, is endorsing Senator Obama.",1
38207,Obama has (a) new Christmas tree tax.,1
38208,"Says under his leadership Wisconsin median household income is up 2.7%, while it is down 1.3% nationally under President Obama.",0
38211,Austin is the only city in an arid landscape in the western United States dependent on a single source of water.,0
38215,"In 29 states in this country you can still get fired for not just being gay, but if your employer thinks you are gay.",1
38216,Less than four cents of every health care dollar is spent on prevention and public health.,0
38217,"Over the last few decades, the income of the top 1 percent grew by more than 275 percent -- to an average of $1.3 million a year.",1
38218,"When Marcy Kaptur brought home $42 million for new manufacturing jobs, Dennis Kucinich voted no.",1
38220,400 bills have my name on them either as a sponsor or a co-sponsor. You dont get that done unless you work with folks on the other side.,0
38221,"New York is the safest big city in the nation, and our crime reductions have been steeper than any other big citys.",1
38223,"But if my opponent had his way, the millions of Floridians who rely on it would've had their Social Security tied up in the stock market this week.",1
38225,"Gov. Crist has never wavered in his support of the Second Amendment, the right to bear arms.",1
38229,The new health care law will force seniors into Barack Obamas government-run health care program.,1
38231,I'm the product of a mixed marriage that would have been illegal in 12 states when I was born.,0
38232,Says Oregonians for Food and Shelter proudly features board members from Monsanto and Syngenta and the (Oregon) Farm Bureau also receives funding from biotech companies.,1
38235,Welfare programs caused more long-term damage to Detroit than the atomic bomb caused to Hiroshima,1
38237,Wisconsin state lawmakers worked seven days in 2012 but got paid for a whole year.,1
38238,Says Patrick Murphy advocated for cuts to Social Security and Medicare.,1
38239,"Within a few years, we will be spending more on interest payments than on national security.",1
38240,"Under sequestration, the military was cut down to the smallest Army since 1940, the smallest Navy since 1915.",0
38242,David Beckhams soccer stadium would get a special tax deal that lets them off the hook for $2 million in taxes every year for 30 years.,1
38246,On the success of Cash for Clunkers,1
38247,Medicaid is the primary source of health insurance for 41.7 percent of Hispanic children in Georgia.,1
38249,"The Internal Revenue code has ballooned to a 5,600-page, 4 million-word complicated mess that is seven times as long as the Bible with none of the good news.",0
38251,Social Security and Medicare are a Ponzi scheme.,1
38253,Florida remains the top travel destination across the world.,1
38256,Right now we have sufficient reserves to take care of Tennessees lottery scholarship students for a few years more.,1
38258,"Thurbert Baker kept a teen in jail ""who didn't even commit a felony.""",0
38260,"Three years after getting the $100 million (from Mark Zuckerberg), less than two-thirds of students in Cory Bookers Newark graduate.",0
38263,"Who are the most consistently misinformed media viewers? Fox viewers, consistently, every poll.",1
38264,The (border) fence is now basically complete.,1
38265,"Under Gov. Scott Walkers proposals, Money is being taken away from workers, and the tax breaks given to major corporations.",1
38266,"There are close to 900,000 unemployed veterans in America right now.",1
38273,"So far, the war in Gaza has left more than 1,800 Palestinians dead -- the population equivalent to 100 9/11s.",1
38274,Says Scott Walker left college under an ethical cloud for having tried to fix the election for student body president.,1
38275,Only 25 percent of what people buy is subject to Rhode Islands sales tax.,0
